x,y
0.834044009405148,8.798998130648368
1.4406489868843162,10.010444014849226
0.00022874963468977327,4.626497719814087
0.6046651452636795,4.202631623002694
0.2935117816342261,4.940633082800477
0.1846771895375956,5.016452358585549
0.3725204227553418,5.802397758683114
0.6911214540860955,5.477904032173894
0.7935349484613399,7.379656085137903
1.077633468006714,6.924729663381042
0.8383890288065896,6.881005429512791
1.370439000793519,9.718824046835579
0.40890449946303487,4.988536130474213
1.7562348727818908,8.927876335143575
0.05477518639585233,4.651919765286539
1.3409350203568045,9.761878088963309
0.8346096047342539,6.572798619131987
1.1173796568915033,7.825380361695466
0.28077387719046754,4.191966609272917
0.3962029781697576,4.4095019794751344
1.6014891373510733,8.026804703219305
1.936523151438795,10.432132251445932
0.6268483563184857,6.30810714272379
1.3846452313386282,8.227945294611798
1.7527783045920766,8.80516631050312
1.7892133270076946,9.971793622103155
0.17008842273955582,6.895471082704059
0.07810956646576472,4.1104453701767225
0.3396608391291378,4.694788844129292
1.7562850068588263,9.579609251656882
0.1966936676661002,7.0517093144000595
0.8422152500101043,6.210522062542426
1.9157790603010039,7.932274410918792
1.0663305699460341,7.883241209909648
1.3837542279009467,8.18329521187625
0.6310312620121259,6.089363993582704
1.3730018553631673,9.026456726697937
1.6692513437947458,6.87291921487701
0.03657655468838361,4.926576840314296
1.500288629889935,9.68503719959369
1.9777221778129894,9.728685969285875
1.4963313087596788,8.378149465421515
0.5608879841288104,7.097146678901497
1.578558656902977,7.3190309690338875
0.20645201315528405,5.2928694968356975
0.8957870523518103,5.915066733726529
1.8171910061861911,9.357695983291242
0.587228296747359,5.591910866990323
0.5755506771726975,5.185507400724196
0.26005714423655535,5.318119045674549
0.03873391574059415,4.5074844019471145
1.357671065879782,10.284928071804394
0.4232562320001181,5.1075240699296405
0.5310933187444524,5.884458114009816
0.9831463185606766,7.057501610766788
0.10672509023416077,4.12064235536851
1.1482352109840261,7.677537931679236
0.2934571498116203,5.035764713067335
1.1786110738065685,8.129558374346793
1.3995167200418623,6.847992444721582
0.20466885765565168,5.444571242542301
0.8281119756391366,6.597553967402503
1.3888003154554902,6.923655231101893
0.8283585390538053,8.084558692003881
0.09990691789217432,6.774140161801311
1.0717928118310232,6.883053588939703
1.3275892904395776,8.759914390395883
1.0297782241166171,7.1796858521876565
1.8891895119816267,9.480971061569518
1.1731100810039858,8.262588812205143
1.806803830575767,9.00123342535402
0.27494940829247505,4.829808681942053
0.2785526945015171,4.002100817430097
1.6147825774190476,8.4649888409941
0.7953536739710672,5.84243853237259
0.33070839423386555,6.0757428133347355
1.8550171607920678,9.68685756803548
0.6955317194910131,6.74023541588922
1.501624206272311,8.415717671130404
1.451995970700903,9.256859558010351
1.7666121824116197,10.702323204710705
1.2473444141112178,7.959715792078893
1.5018848680546744,8.422055146208399
0.6977966839556851,4.255414427795852
0.5398557835300521,5.413504938920769
1.7917724363921337,9.417472751406258
0.8561823797425898,5.163986530544557
1.9296800942967711,11.768730809522559
1.3268829956368962,7.386629567380263
1.2433914404182436,8.718390761244711
0.22949194590675037,4.871579907144818
1.8989785174141425,10.620928545043531
0.899824266959881,7.2326447836792385
1.1567792287742635,6.885204648234577
0.8162736055225623,5.888283898180556
0.4740539604860554,5.562935062366855
1.8067590411245076,11.187878077324026
1.1473589733445717,6.65430317856679
0.00574065406231794,3.9554998963464847
1.2342898272414478,7.941296273414232
0.6532898035441923,6.0346418605238865
1.0541162045152186,7.500653378063225
1.771884198621549,9.593729221955488
0.7145395200049995,7.367584442440484
1.8170703018395984,8.020712291972298
1.2467202315836055,8.594603596664115
0.031642485693112565,5.601778098424834
1.8588744674875226,10.099957343956552
1.381793835033848,8.560692759309939
1.994645700902961,10.567324636356386
0.3446810166906571,5.793505686790594
0.2742714992577555,5.235504673744216
1.8651909260743271,10.76340961052932
1.3936363229798003,6.968419191320214
0.13200034544412498,2.239295776161462
1.5109261052049328,7.63411069126835
1.5077523769224928,6.816519376789301
1.8460490710929667,7.993070145247094
1.4230495172569435,9.276541079883641
0.2485419239443294,3.2367100721113857
0.03976026767959118,4.530051756068407
0.052421973755438556,4.096792579387966
0.056612976041589214,3.1408784427483907
0.4924221352060918,6.084206736151119
1.720055897365776,7.293717230438649
